"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location of death","Information Source",Coordinates,"Migrantion route",URL,"UNSD Geographical Grouping","Source Quality"
2022.MMP00235,2022.MMP00235,"Southern Asia","Thu, 01/06/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00236,2022.MMP00236,"Southern Asia","Fri, 01/07/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unidentified location in Nain County, Isfahan Province, Iran","IOM Afghanistan","32.85510866, 53.105249","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00237,2022.MMP00237,"Southern Asia","Fri, 01/07/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.35022729, 62.353166","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00238,2022.MMP00238,"Southern Asia","Fri, 01/07/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unidentified location on Shiraz Highways, Fars province, Iran","IOM Afghanistan","29.62014626, 52.422454","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00240,2022.MMP00240,"Southern Asia","Sat, 01/08/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00241,2022.MMP00241,"Southern Asia","Sat, 01/08/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unidentified location in Bushehr Province, Iran","IOM Afghanistan","28.88414063, 51.283607","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00242,2022.MMP00242,"Southern Asia","Sat, 01/08/2022 - 12:00",2022,January,1,,1,,,1,,Violence,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00243,2022.MMP00243,"Southern Asia","Sun, 01/09/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unidentified location in Qeshm county, Hormozgan province, Iran","IOM Afghanistan","26.97500663, 56.179876","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00244,2022.MMP00244,"Southern Asia","Tue, 01/11/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00245,2022.MMP00245,"Southern Asia","Fri, 01/14/2022 - 12:00",2022,January,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Unspecified location in Kerman, Iran","IOM Afghanistan","30.26235756, 57.138688","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00246,2022.MMP00246,"Southern Asia","Sat, 01/15/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Yazd province, Iran","IOM Afghanistan","31.96625955, 54.758785","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00247,2022.MMP00247,"Southern Asia","Sat, 01/15/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unidentified location in Kahnuj County, Kerman province, Iran","IOM Afghanistan","27.84212492, 58.363501","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00248,2022.MMP00248,"Southern Asia","Sat, 01/15/2022 - 12:00",2022,January,1,,1,,,1,,Violence,"Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.35022729, 62.353166","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00249,2022.MMP00249,"Southern Asia","Mon, 01/17/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Kerman province, Iran","IOM Afghanistan","29.85315945, 57.414016","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00250,2022.MMP00250,"Southern Asia","Tue, 01/18/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00252,2022.MMP00252,"Southern Asia","Thu, 01/20/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unidentified location in Khash district, Sistan and Baluchestan Province, Iran","IOM Afghanistan","28.2429916, 61.166179","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00253,2022.MMP00253,"Southern Asia","Thu, 01/20/2022 - 12:00",2022,January,1,,1,,,,1,"Vehicle accident / death linked to hazardous transport","Unidentified location in Khash district, Sistan and Baluchestan Province, Iran","IOM Afghanistan","28.2429916, 61.166179","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00254,2022.MMP00254,"Southern Asia","Thu, 01/20/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unidentified location in Khash district, Sistan and Baluchestan Province, Iran","IOM Afghanistan","28.2429916, 61.166179","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00255,2022.MMP00255,"Southern Asia","Thu, 01/20/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unidentified location in Khash district, Sistan and Baluchestan Province, Iran","IOM Afghanistan","28.2429916, 61.166179","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00256,2022.MMP00256,"Southern Asia","Thu, 01/20/2022 - 12:00",2022,January,1,,1,,,1,,"Mixed or unknown","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00257,2022.MMP00257,"Southern Asia","Thu, 01/20/2022 - 12:00",2022,January,1,,1,,,1,,Violence,"Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","IOM Afghanistan","31.05124289, 61.501773","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00258,2022.MMP00258,"Southern Asia","Sat, 01/22/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Bushehr province, Iran","IOM Afghanistan","28.91397523, 50.927101","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00259,2022.MMP00259,"Southern Asia","Tue, 01/25/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Jiroft district, Kerman province, Iran","IOM Afghanistan","28.95046741, 57.57054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00261,2022.MMP00261,"Southern Asia","Thu, 01/27/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","IOM Afghanistan","31.05124289, 61.501773","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00262,2022.MMP00262,"Southern Asia","Fri, 01/28/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Bushehr province, Iran","IOM Afghanistan","28.91397523, 50.927101","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00263,2022.MMP00263,"Southern Asia","Fri, 01/28/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Bushehr province, Iran","IOM Afghanistan","28.91397523, 50.927101","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00264,2022.MMP00264,"Southern Asia","Sun, 01/30/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Kerman province, Iran","IOM Afghanistan","29.85315945, 57.414016","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00265,2022.MMP00265,"Southern Asia","Sun, 01/30/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Rafsanjan district, Kerman province, Iran","IOM Afghanistan","30.325114, 56.069676","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00266,2022.MMP00266,"Southern Asia","Tue, 02/01/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.35022729, 62.353166","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00267,2022.MMP00267,"Southern Asia","Tue, 02/01/2022 - 12:00",2022,February,1,,1,,1,,,Violence,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00269,2022.MMP00269,"Southern Asia","Tue, 02/01/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Iranshahr district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.21161534, 60.684828","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00270,2022.MMP00270,"Southern Asia","Thu, 02/03/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Bam district, Kerman province, Iran","IOM Afghanistan","29.1403563, 58.17825","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00271,2022.MMP00271,"Southern Asia","Thu, 02/03/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00272,2022.MMP00272,"Southern Asia","Fri, 02/04/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Kerman province, Iran","IOM Afghanistan","29.85315945, 57.414016","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00273,2022.MMP00273,"Southern Asia","Fri, 02/04/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Yazd province, Iran","IOM Afghanistan","31.96625955, 54.758785","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00274,2022.MMP00274,"Southern Asia","Wed, 01/05/2022 - 12:00",2022,January,1,,1,,,,1,"Accidental death","Unspecified location in Sirjan County, Kerman Province, Iran","IOM Afghanistan","29.424292, 55.718003","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00275,2022.MMP00275,"Southern Asia","Wed, 01/05/2022 - 12:00",2022,January,1,,1,,,1,,"Accidental death","Unspecified location in Sirjan County, Kerman Province, Iran","IOM Afghanistan","29.424292, 55.718003","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00276,2022.MMP00276,"Southern Asia","Sat, 02/05/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Bam district, Kerman province, Iran","IOM Afghanistan","29.1403563, 58.17825","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00277,2022.MMP00277,"Southern Asia","Sun, 02/06/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Isfahan district, Isfahan province, Iran","IOM Afghanistan","32.2537812, 52.505807","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00278,2022.MMP00278,"Southern Asia","Wed, 02/09/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Iranshahr district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.21161534, 60.684828","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00279,2022.MMP00279,"Southern Asia","Wed, 02/09/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.35022729, 62.353166","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00280,2022.MMP00280,"Southern Asia","Wed, 02/09/2022 - 12:00",2022,February,1,,1,,1,,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00281,2022.MMP00281,"Southern Asia","Wed, 02/09/2022 - 12:00",2022,February,1,,1,,,,1,"Sickness / lack of access to adequate healthcare","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00282,2022.MMP00282,"Southern Asia","Thu, 02/10/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.35022729, 62.353166","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00283,2022.MMP00283,"Southern Asia","Thu, 02/10/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.35022729, 62.353166","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00284,2022.MMP00284,"Southern Asia","Tue, 02/15/2022 - 12:00",2022,February,1,,1,,,1,,"Mixed or unknown","Unspecified location between Kerman-Jahrom, Iran","IOM Afghanistan","29.51824381, 55.755969","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00285,2022.MMP00285,"Southern Asia","Wed, 02/16/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Unspecified location in Chahbahr city, Sistan and Baluchestan Province, Iran","IOM Afghanistan","25.29701936, 60.640732","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00286,2022.MMP00286,"Southern Asia","Wed, 02/16/2022 - 12:00",2022,February,1,,1,,,1,,Violence,"Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00287,2022.MMP00287,"Southern Asia","Sun, 02/20/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Jiroft district, Kerman province, Iran","IOM Afghanistan","28.95046741, 57.57054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00288,2022.MMP00288,"South-eastern Asia","Sun, 03/20/2022 - 12:00",2022,March,2,26,28,58,1,1,,Drowning,"Unspecified location in the waters of Tanjung Api, the Strait of Malacca, Indonesia","The JakartaPost, UCA News, The Star, BH Online","3.248823363, 99.873995",,"https://archive.vn/S3qVt, https://archive.vn/5X1tw, https://archive.ph/oxUWb, https://archive.ph/4wMAA",Uncategorized,3
2022.MMP00289,2022.MMP00289,"South-eastern Asia","Thu, 03/24/2022 - 12:00",2022,March,1,,1,3,1,,,"Vehicle accident / death linked to hazardous transport","In front of Petchsiam Factory, Petchkasem road, Thap Khang subdistrict, Khao Yoi District, Phetchaburi 76140","Eagle Siam, FM91BKK, Naewna","13.18753886, 99.833654",,"https://archive.vn/kbUPu, https://archive.vn/YAKFh, https://archive.vn/frz66","South-eastern Asia",3
2022.MMP0029,2022.MMP0029,"Eastern Africa","Sat, 03/26/2022 - 12:00",2022,March,1,,1,,1,,,Violence,"At the Sudan-Ethiopia border, Amhara Region, West Gondar Zone , Metema woreda, Achira kebele, Gage village","Gendewuha Town Police via IOM Ethiopia","12.95273175, 0",,,"Eastern Africa",5
2022.MMP00290,2022.MMP00290,Mediterranean,"Thu, 03/24/2022 - 12:00",2022,March,2,,2,,,,,"Mixed or unknown","Unspecified location off the coast of Tobruk, Libya","IOM Libya","32.569913, 23.99364","Central Mediterranean",,Uncategorized,4
2022.MMP00291,2022.MMP00291,Mediterranean,"Sat, 03/26/2022 - 12:00",2022,March,2,,2,,,,,"Mixed or unknown","Unspecified location off the coast of Tobruk, Libya","IOM Libya","32.439045, 23.84807115","Central Mediterranean",,Uncategorized,4
2022.MMP00292,2022.MMP00292329,Mediterranean,"Fri, 03/25/2022 - 12:00",2022,March,1,,1,128,,1,,"Mixed or unknown","Off the coast of Libya (see coordinates for exact location of rescue)","SOS Mediterrannee","33.15, 13.55","Central Mediterranean",https://archive.ph/yjmza,Uncategorized,4
2022.MMP00292,2022.MMP00292330,Mediterranean,"Fri, 03/25/2022 - 12:00",2022,March,,1,1,,,1,,"Mixed or unknown","Off the coast of Libya (see coordinates for exact location of rescue)","SOS Mediterrannee","33.15, 13.55","Central Mediterranean",https://archive.ph/yjmza,Uncategorized,4
2022.MMP00293,2022.MMP00293,"Northern Africa","Sun, 03/27/2022 - 12:00",2022,March,2,,2,,,,,Drowning,"Off the coast of Tarfaya, Morocco","MAP, Infomigrants, Euractiv","28.00204958, -13.002534","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/MwtBX, https://archive.ph/CjLld, https://archive.ph/9fIPq",Uncategorized,3
2022.MMP0294,2022.MMP0294,"Southern Asia","Tue, 03/22/2022 - 12:00",2022,March,2,,2,1,2,,2,"Vehicle accident / death linked to hazardous transport","Torkam border crossing, Pakistan","The News Pakistan International, Lead Pakistan","34.12274711, 71.09295845",,"https://archive.ph/CkPIB, https://archive.ph/0qLi5","Southern Asia",3
2022.MMP0295,2022.MMP0295,Europe,"Wed, 03/23/2022 - 12:00",2022,March,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Unspecified gas station in Tàrrega, Spain",Segre,"41.64734149, 1.139247","Ukraine to Europe",https://archive.ph/dnUjo,"Southern Europe",1
2022.MMP0296,2022.MMP0296,Europe,"Thu, 03/10/2022 - 12:00",2022,March,2,6,8,0,2,1,1,Drowning,"Boat capsized in Kyiv reservoir, Ukraine attempting to flee country","Independent, The Mirror","50.96053822, 30.525102","Ukraine to Europe",https://archive.ph/fhdAX,"Eastern Europe",3
2022.MMP0297,2022.MMP0297,Mediterranean,"Tue, 03/29/2022 - 12:00",2022,March,2,,2,,,2,,Drowning,"Remains washed ashore near Alzawyia Mesfat port, Libya","IOM Libya","32.79225947, 12.677703","Central Mediterranean",,Uncategorized,4
2022.MMP0298,2022.MMP0298,Mediterranean,"Thu, 03/31/2022 - 12:00",2022,March,11,,11,126,7,,4,"Mixed or unknown","Onboard a boat off Al-Khums, Libya - disembarked at Tripoli Abussita DP, embarked from Al-Khums on 31Mar 02:00","IOM Libya, Alarm Phone","32.86901853, 14","Central Mediterranean",https://archive.vn/PvWqB,Uncategorized,4
2022.MMP00163,2022.MMP00163,"Central America","Thu, 03/10/2022 - 12:00",2022,March,1,,1,,,1,,Drowning,"Rio Bravo at  10 de Mayo, 88616 Reynosa, Tamaulipas, Mexico","Hora Cero, La Prensa MX","26.1156672, -98.315856","US-Mexico border crossing","https://archive.ph/ye5V0, https://archive.ph/4AFET","Central America",3
2022.MMP00165,2022.MMP00165,"Central America","Tue, 03/15/2022 - 12:00",2022,March,1,,1,,,1,,Drowning,"Rio Bravo by the City Water and Drainage Board, Matamoros, Tamaulipas, Mexico","Vox Populi","25.88864277, -97.497509","US-Mexico border crossing",https://archive.ph/Ejv9l,"Central America",1
2022.MMP00166,2022.MMP00166,"Central America","Tue, 03/15/2022 - 12:00",2022,March,3,,3,,2,1,,"Vehicle accident / death linked to hazardous transport","Tinaja-Cosoleacaque highway, Cosoleacaque, Veracruz, Mexico","MINREX (Cuba's MoFA), 14 y medio, Periodico Cubano, Cibercuba","18.00529114, -94.61721",,"https://archive.ph/YeNG3, https://archive.ph/kJ84k, https://archive.ph/90NS2, https://archive.ph/zHMbS","Central America",5
2022.MMP0300,2022.MMP0300,"Central America","Thu, 03/17/2022 - 12:00",2022,March,1,,1,,,1,,Drowning,"Rio Bravo near International Bridge II, Piedras Negras, Coahuila, Mexico","GMN Noticias,Periodico La Voz,Zócalo","28.69723587, -100.510897","US-Mexico border crossing","https://archive.ph/lVxw3, https://archive.ph/n0Ryr, https://archive.ph/YMkDM","Central America",3
2022.MMP0301,2022.MMP0301,"Central America","Thu, 03/17/2022 - 12:00",2022,March,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Paso Canoas border with Panama, Costarican side, Puntarenas, Paso Canoas, Costa Rica","El Pitazo, La Nueva Antorcha,Chamos Noticias Panama","8.534414905, -82.839308",,"https://archive.ph/33hcS, https://archive.ph/gRWpy, https://bit.ly/3wnYsqi","Central America",3
2022.MMP0317,2022.MMP0317,"North America","Thu, 03/17/2022 - 12:00",2022,March,1,,1,,1,,,"Accidental death","Approximately two miles northwest of U.S. Customs and Border Protection’s Tornillo Port of entry,El Paso, Texas,USA","US Border Patrol","31.43284726, -106.146779","US-Mexico border crossing",https://archive.ph/m49Wq,"Northern America",5
2022.MMP0330,2022.MMP0330,"Central America","Fri, 03/18/2022 - 12:00",2022,March,1,,1,,,1,,Drowning,"Rio Bravo near Black Railroad Bridge (Puente Negro del Ferrocarril), Piedras Negras, Coahuila, Mexico","CiberCuba, Diario de Cuba","28.70505078, -100.5122816","US-Mexico border crossing","https://archive.ph/8OCeK, https://archive.ph/mFWr7","Central America",3
2022.MMP0306,2022.MMP0306,Mediterranean,"Sat, 03/19/2022 - 12:00",2022,March,1,,1,,,1,,Drowning,"Remains washed ashore plage B'hira (Ouled Benayed), Souk Tlata, Bab El Assa, Ghazaouet, Tlemcen, Algeria","Nador City, Eddiwan, Rue 20","35.07117082, -2.011156","Western Mediterranean","https://archive.vn/NGjQb, https://archive.vn/4FC5D#selection-679.90-679.99, https://archive.vn/OUiuZ",Uncategorized,3
2022.MMP0316,2022.MMP0316,"North America","Sat, 03/19/2022 - 12:00",2022,March,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Remote area approximately 18 miles west of La Pryor, Texas, USA","US Border Patrol, Univision","28.71948443, -99.95653969","US-Mexico border crossing","https://archive.ph/XnyHv, https://archive.ph/tRV13","Northern America",5
2022.MMP0302,2022.MMP0302,"Central America","Mon, 03/21/2022 - 12:00",2022,March,1,,1,,1,,,Drowning,"Rio Bravo near Black Railroad Bridge (Puente Negro del Ferrocarril), Piedras Negras, Coahuila, Mexico","100% Noticias Nicaragua,Radio La Prímerisima Nicaragua,GMN Noticias","28.69614891, -100.511201","US-Mexico border crossing","https://archive.ph/UAA9M, https://bit.ly/3iqE9Az, https://archive.ph/JteuQ","Central America",3
2022.MMP0303,2022.MMP0303,"North America","Mon, 03/21/2022 - 12:00",2022,March,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Remote area near Crystal City, Zavala County,Texas,USA","Zócalo, El Tiempo Monclova","28.66688847, -99.894439","US-Mexico border crossing","https://archive.ph/lzjEb, https://archive.ph/Z6DhB","Northern America",3
2022.MMP0310,2022.MMP0310,"South America","Tue, 03/22/2022 - 12:00",2022,March,3,,3,,,3,,Violence,"Robledo Neighborhood Medellín, Antioquia, Colombia","Daniel Quintero Calle Mayor of Medellin,El Tiempo, Reporte Confidencial","6.267084872, -75.59933335",,"https://archive.ph/aXx1W, https://archive.ph/1d8Ai, https://archive.ph/qNUjD","South America",5
2022.MMP0311,2022.MMP0311,"South America","Sat, 03/26/2022 - 12:00",2022,March,1,,1,,,1,,Violence,"Santa Ana Neighborhhod at the height of Calle 29 L carrera 29, Valledupar, Cesar, Colombia","Hoy Diario del Magdalena","10.44982935, -73.25941196",,https://archive.ph/06CAC,"South America",1
2022.MMP0312,2022.MMP0312,"South America","Sat, 03/26/2022 - 12:00",2022,March,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Colcahe Commune,Tarapacá Region, Chile","Luis Somaza Director of Dispatch of the Office of the President of Venezuela(Juan Guaidó) ,Diario Las Americas,Informe 21","-19.27549367, -68.63420335",,"https://archive.ph/PcH3r, https://archive.ph/8kSgt, https://archive.ph/fWepG","South America",5
2022.MMP0313,2022.MMP0313,"South America","Sat, 03/26/2022 - 12:00",2022,March,1,,1,,,,1,"Sickness / lack of access to adequate healthcare","Colcahe Commune,Tarapacá Region, Chile","Caraota Digital, Efecto Cocuyo","-19.27549367, -68.63420335",,"https://archive.ph/TqS2p, https://archive.ph/ohwve","South America",3
2022.MMP0314,2022.MMP0314,Caribbean,"Wed, 03/23/2022 - 12:00",2022,March,,2,2,,,2,,Drowning,"International Waters near Key West, Florida, USA","US Coast Guard Southeast,Cibercuba,Cubanos por el Mundo","24.19595093, -81.69421636",,"https://archive.ph/brfcy, https://archive.ph/XYDyx, https://archive.ph/R1oyJ",Uncategorized,5
2022.MMP0307,2022.MMP0307,"Central America","Mon, 03/21/2022 - 12:00",2022,March,1,,1,,1,,,Drowning,"Rio Bravo, Piedras Negras, Coahuila, Mexico","INM, adio La Primerisima Nicaragua, 100% Noticias Nicaragua","28.69723936, -100.5109401","US-Mexico border crossing","https://archive.ph/rMB0F, https://archive.ph/irkB6, https://archive.ph/nIdpq","Central America",5
2022.MMP0304,2022.MMP0304,"North America","Tue, 03/22/2022 - 12:00",2022,March,1,,1,,1,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Area within the Comanche Ranch,Maverick County,Texas, USA","K911 Noticias,Zócalo","28.69696633, -100.398193","US-Mexico border crossing","https://archive.ph/Pyt69, https://archive.ph/Ns95L","Northern America",3
2022.MMP0305,2022.MMP0305,"Central America","Wed, 03/23/2022 - 12:00",2022,March,1,,1,,,1,,Drowning,"Rio Bravo at the high of at kilometer 28 of the highway to Piedras Negras, Coahuila, Mexico.","Vox Populi,Lider Web,Hoy Tamaulipas","28.68062599, -100.569153","US-Mexico border crossing","https://archive.ph/Qrn55, https://archive.ph/h92wP, https://archive.ph/9v1mV","Central America",3
2022.MMP0318,2022.MMP0318,Mediterranean,"Sat, 04/02/2022 - 12:00",2022,April,,96,96,4,,,,Drowning,"Unspecified location off Misrata, Libya - disembarked at Assidr oil platform, embarked 4-5 days before from an unknown location in Libya","MSF, IOM Libya, AP","33.40161512, 15.396572","Central Mediterranean","https://archive.vn/CjuIH, https://archive.vn/MyqhH",Uncategorized,4
2022.MMP0319,2022.MMP0319,Mediterranean,"Sun, 04/03/2022 - 12:00",2022,April,1,,1,,,1,,Drowning,"Remains washed ashore at Surman, Libya","IOM Libya","32.79519696, 12.578701","Central Mediterranean",,Uncategorized,4
2022.MMP0320,2022.MMP0320,Mediterranean,"Mon, 04/04/2022 - 12:00",2022,April,2,,2,,,2,,Drowning,"Remains washed ashore at Almutrid, West Zawiya, Libya","IOM Libya","32.79373156, 12.611113","Central Mediterranean",,Uncategorized,4
